QCod,QKateg,QPag,QLang,QLect,QPhoto,QSound,QBook
590,1,26,1,"Η υγρασία μπορεί να επηρεάσει δυσμενώς την αποτελεσματικότητα των φρένων. Πώς πρέπει να ενεργείτε στην περίπτωση αυτή:","0","SQ-590","ΔΙΑΔΡΟΜΗ 40"
591,1,30,1,"Οδηγείτε σε έναν επαρχιακό δρόμο σε φάλαγγα (ουρά) αυτοκινήτων. Πώς πρέπει να συμπεριφέρεστε:","0","SQ-591","ΔΙΑΔΡΟΜΗ 44"
592,1,23,1,"Έχετε με το όχημά σας ρυπάνει υπερβολικά το οδόστρωμα. Τι ενέργειες πρέπει να κάνετε:","0","SQ-592","ΔΙΑΔΡΟΜΗ 45"
593,1,23,1,"Σε ποια τμήματα της οδού δεν επιτρέπεται να εισέλθετε, εάν εξαιτίας κυκλοφοριακής συμφορήσεως θα έπρεπε να περιμένετε:","0","SQ-593","ΔΙΑΔΡΟΜΗ 46"
594,1,27,1,"Σε ποιες περιπτώσεις είναι δυνατόν ένα μηχανοκίνητο όχημα σε στεγνό και ευθύ δρόμο, να παρεκκλίνει πλευρικά:","0","SQ-594","ΔΙΑΔΡΟΜΗ 47"
595,1,200,1,"Εάν διαπράξετε για πρώτη φορά αδίκημα που έχει σχέση με την περιεκτικότητα αλκοόλ στο αίμα και αυτή είναι από 0,5 έως 0,8 g/l αίματος κινδυνεύετε:","Ic05","SQ-595","ΑΛΚΟΟΛ 05"
596,1,201,1,"Η επιτρεπόμενη περιεκτικότητα αλκοόλ στο αίμα είναι:","Ic06","SQ-596","ΑΛΚΟΟΛ 06"
597,1,200,1,"Εάν διαπιστωθεί, κατά τους ελέγχους της Τροχαίας, ότι οδηγείτε υπό την επήρεια αλκοόλ, με περιεκτικότητα στο αίμα πάνω από 0,8 και έως 1,10 g/l αίματος, τιμωρείσθε με:","Ic08","SQ-597","ΑΛΚΟΟΛ 08"
598,1,200,1,"Εάν διαπιστωθεί ότι οδηγείτε υπό την επήρεια αλκοόλ, με περιεκτικότητα άνω των 1,10 g/l αίματος για δεύτερη φορά εντός 2 ετών (υπότροπος), τιμωρείσθε με:","Ic09","SQ-598","ΑΛΚΟΟΛ 09"
599,1,25,1,"Η κατανάλωση αλκοόλ:","0","SQ-599","ΑΛΚΟΟΛ 10"
600,1,25,1,"Το κάπνισμα ενός τσιγάρου στον κλειστό χώρο του οχήματος επιδρά στη φυσιολογική κατάσταση του οδηγού:","0","SQ-600","ΑΛΚΟΟΛ 12"
601,1,25,1,"Σε κατάσταση έκδηλης μέθης σας (πάνω από 1,10 γραμμάρια ανά λίτρο αίματος), η Τροχαία μπορεί:","0","SQ-601","ΑΛΚΟΟΛ 13"
602,1,201,1,"Ποσοστό αλκοόλ στο αίμα ανώτερο από το επιτρεπόμενο όριο:","0","SQ-602","ΑΛΚΟΟΛ 14"
603,1,25,1,"Πόσο είναι το ελάχιστο ποσοστό αλκοόλ στο αίμα που θεωρείται ότι ο οδηγός βρίσκεται υπό την επίδρασή του:","0","SQ-603","ΑΛΚΟΟΛ 16"
604,1,25,1,"Αν βγείτε με μία παρέα για διασκέδαση, τι πρέπει να κάνετε για να γυρίσετε με ασφάλεια:","0","SQ-604","ΑΛΚΟΟΛ 17"
605,1,200,1,"Πρέπει να υπάρχει πάντοτε στο αυτοκίνητο φαρμακείο με τα απαραίτητα φαρμακευτικά υλικά και γιατί:","0","SQ-605","ΑΛΚΟΟΛ 18"
606,1,25,1,"Ποια είναι τα ελάχιστα φαρμακευτικά υλικά που πρέπει να υπάρχουν στο φαρμακείο του αυτοκινήτου:","0","SQ-606","ΑΛΚΟΟΛ 19"
607,1,25,1,"Η αρνητική επίδραση των ηρεμιστικών και καταπραϋντικών φαρμάκων, αυξάνεται με τη χρήση αλκοόλ:","0","SQ-607","ΑΛΚΟΟΛ 20"
608,1,25,1,"Τι προκαλεί η οδήγηση οποιουδήποτε οχήματος, όταν ο οδηγός του βρίσκεται υπό την επίδραση οινοπνεύματος:","0","SQ-608","ΑΛΚΟΟΛ 21"
609,1,25,1,"Τα ηρεμιστικά και τα καταπραϋντικά φάρμακα επιδρούν αρνητικά στην ικανότητα του οδηγού:","0","SQ-609","ΑΛΚΟΟΛ 22"
610,1,25,1,"Η κατανάλωση αλκοόλ μπορεί να προκαλέσει κατά την οδήγηση:","0","SQ-610","ΑΛΚΟΟΛ 24"
611,1,25,1,"H κατανάλωση αλκοόλ επηρεάζει την οδήγηση. Οι πιθανές επιδράσεις είναι:","0","SQ-611","ΑΛΚΟΟΛ 27"
612,1,25,1,"Κάτω από ποιες συνθήκες είναι δυνατόν, αφού πιει κάποιος ακόμη και ελάχιστη ποσότητα αλκοόλ, να μειωθεί η ικανότητά του για ασφαλή οδήγηση:","0","SQ-612","ΑΛΚΟΟΛ 29"
613,1,25,1,"Η κατανάλωση αλκοόλ μπορεί να προκαλέσει κατά την οδήγηση:","0","SQ-613","ΑΛΚΟΟΛ 30"
667,1,26,1,"Σε κατοικημένη περιοχή χωρίς φωτισμό μπορείτε να οδηγείτε με αναμμένα φώτα πορείας:","0","SQ-667","ΟΡΑΤΟΤΗΤΑ 20"
668,1,26,1,"Τα τζάμια του οχήματός σας έχουν πιάσει πάγο. Τι πρέπει να κάνετε πριν ξεκινήσετε:","0","SQ-668","ΟΡΑΤΟΤΗΤΑ 22"
669,1,26,1,"Τι πρέπει, εκτός των άλλων, να ελέγξετε σε ένα επιβατηγό αυτοκίνητο με ρυμουλκούμενο τροχόσπιτο, πριν ξεκινήσετε:","0","SQ-669","ΟΡΑΤΟΤΗΤΑ 24"
670,1,26,1,"Ακόμη και την ημέρα πρέπει να οδηγείτε με αναμμένα τα μεσαία φώτα:","0","SQ-670","ΟΡΑΤΟΤΗΤΑ 25"
671,1,12,1,"Για να αποφύγετε την υδρολίσθηση:","Iz03","SQ-671","ΠΡΟΣΦΥΣΗ 03"
672,1,15,1,"Ο πάγος:","Iz04","SQ-672","ΠΡΟΣΦΥΣΗ 04"
673,1,26,1,"Η πρόσφυση σε ένα βρεγμένο οδόστρωμα μειώνεται σε σχέση με το στεγνό, κατά:","0","SQ-673","ΠΡΟΣΦΥΣΗ 08"
674,1,26,1,"Υδρολίσθηση συμβαίνει:","0","SQ-674","ΠΡΟΣΦΥΣΗ 09"
675,1,26,1,"Τι πρέπει να κάνετε όταν μειώνεται η πρόσφυση:","0","SQ-675","ΠΡΟΣΦΥΣΗ 10"
676,1,26,1,"Ποιοι κίνδυνοι δημιουργούνται από την υδρολίσθηση:","0","SQ-676","ΠΡΟΣΦΥΣΗ 11"
677,1,26,1,"Επιταχύνετε το αυτοκίνητό σας πολύ απότομα και αυτό αρχίζει να ολισθαίνει. Η πρώτη σας ενέργεια είναι να:","0","SQ-677","ΠΡΟΣΦΥΣΗ 12"
678,1,26,1,"Για ποιο λόγο, όταν αρχίσει να βρέχει, πρέπει η απόσταση ασφαλείας να είναι μεγαλύτερη:","0","SQ-678","ΠΡΟΣΦΥΣΗ 14"
679,1,26,1,"Οι παγωμένοι δρόμοι είναι συχνά πιο ολισθηροί:","0","SQ-679","ΠΡΟΣΦΥΣΗ 15"
680,1,26,1,"Μετά από μια μεγάλη περίοδο ξηρασίας ένας δρόμος είναι πιθανό να είναι πιο ολισθηρός:","0","SQ-680","ΠΡΟΣΦΥΣΗ 17"
681,1,26,1,"Νοιώθετε τους πίσω τροχούς του αυτοκινήτου σας να γλιστρούν προς τα δεξιά. Για να διορθώσετε την ολίσθηση θα πρέπει να:","0","SQ-681","ΠΡΟΣΦΥΣΗ 18"
682,1,26,1,"Κινείσθε σε μία ευθεία με μεγάλη ταχύτητα. Ποιο μέρος του αυτοκινήτου χαμηλώνει αν το επιβραδύνετε απότομα:","0","SQ-682","ΠΡΟΣΦΥΣΗ 22"
683,1,12,1,"Σε ένα μεγάλο κατήφορο είναι προτιμότερο να:","In04","SQ-683","ΒΟΥΝΟ 04"
684,1,24,1,"Ο σωστός τρόπος για να σταθμεύσετε το όχημα σε πλαγιά είναι:","0","SQ-684","ΒΟΥΝΟ 08"
685,1,24,1,"Πώς ασφαλίζει κάποιος έναντι κυλίσεως στον κατήφορο, ένα επιβατηγό με μηχανικό κιβώτιο ταχυτήτων:","0","SQ-685","ΒΟΥΝΟ 11"
686,1,24,1,"Η οδήγηση σε βουνό είναι λιγότερο κουραστική:","0","SQ-686","ΒΟΥΝΟ 12"
687,1,24,1,"Γιατί δεν πρέπει να αποσυμπλέξετε και να σβήσετε συγχρόνως τον κινητήρα, όταν οδηγείτε σε μεγάλου μήκους κατήφορο, ένα όχημα που έχει σύστημα υποβοηθήσεως στο τιμόνι και στα φρένα:","0","SQ-687","ΒΟΥΝΟ 13"
688,1,24,1,"Έλκετε με το επιβατηγό σας ένα ρυμουλκούμενο που δεν έχει δικά του φρένα, σε ένα μεγάλου μήκους και απότομο κατήφορο. Τι πρέπει να κάνετε:","0","SQ-688","ΒΟΥΝΟ 15"
689,1,2,1,"Όταν αισθάνεστε κουρασμένος:","Ith02","SQ-689","ΚΟΥΡΑΣΗ 02"
690,1,18,1,"Πώς συμπεριφέρεσθε όταν ενώ οδηγείτε νύκτα σε ελεύθερο δρόμο, αισθανθείτε συμπτώματα κοπώσεως (νύστα, ρίγος, ξάφνιασμα κλπ.):","0","SQ-690","ΚΟΥΡΑΣΗ 04"
691,1,27,1,"Με ποιον τρόπο είναι δυνατόν να προληφθεί η κόπωση, σε πολύωρη οδήγηση:","0","SQ-691","ΚΟΥΡΑΣΗ 05"
692,1,18,1,"Πότε πρέπει να ξεκινάει ο οδηγός για ένα μακρινό ταξίδι:","0","SQ-692","ΚΟΥΡΑΣΗ 07"
693,1,27,1,"Το να βοηθήσετε ένα άτομο που βρίσκεται σε κίνδυνο, σημαίνει να παραμείνετε κοντά του για να του προσφέρετε βοήθεια:","0","SQ-693","ΑΤΥΧΗΜΑ 06"
694,1,27,1,"Το βράδυ φροντίζετε για την επισήμανση ενός ατυχήματος:","0","SQ-694","ΑΤΥΧΗΜΑ 07"
695,1,27,1,"Προκειμένου να καλέσετε γρήγορα για βοήθεια:","0","SQ-695","ΑΤΥΧΗΜΑ 08"
696,1,27,1,"Πότε δεν σας καλύπτει το συμβόλαιο ασφαλίσεως:","0","SQ-696","ΑΤΥΧΗΜΑ 09"
697,1,200,1,"Στην περίπτωση του αδικήματος της φυγής, κινδυνεύετε:","0","SQ-697","ΑΤΥΧΗΜΑ 10"
698,1,27,1,"Διαπράττετε αδίκημα φυγής σημαίνει:","0","SQ-698","ΑΤΥΧΗΜΑ 11"
699,1,27,1,"Διαπράττετε αδίκημα φυγής σημαίνει:","0","SQ-699","ΑΤΥΧΗΜΑ 12"
700,1,27,1,"Τι πρέπει να κάνετε μετά από ένα ατύχημα με ένα ζώο (π.χ. με ένα σκύλο):","0","SQ-700","ΑΤΥΧΗΜΑ 13"
701,1,27,1,"Η ασφάλιση των οχημάτων είναι υποχρεωτική:","0","SQ-701","ΑΤΥΧΗΜΑ 14"
702,1,27,1,"Η ελάχιστη και η υποχρεωτική ασφάλιση «προς τρίτους» καλύπτει:","0","SQ-702","ΑΤΥΧΗΜΑ 15"
703,1,27,1,"Διαπράττετε αδίκημα φυγής σημαίνει:","0","SQ-703","ΑΤΥΧΗΜΑ 16"
704,1,27,1,"Σε περίπτωση σοβαρού ατυχήματος:","0","SQ-704","ΑΤΥΧΗΜΑ 17"
705,1,19,1,"Έχετε εμπλακεί σε ένα τροχαίο ατύχημα με υλικές ζημιές. Ποιες είναι οι υποχρεώσεις σας:","0","SQ-705","ΑΤΥΧΗΜΑ 18"
706,1,19,1,"Σε ποια Υπηρεσία υποχρεούστε να αναγγείλετε ατύχημα στο οποίο εμπλακήκατε και από το οποίο επήλθε θάνατος ή σωματική βλάβη:","0","SQ-706","ΑΤΥΧΗΜΑ 20"
707,1,28,1,"Δεν μπορείτε να τοποθετείτε στο όχημά σας:","0","SQ-707","ΣΥΝΤΗΡΗΣΗ 21"
708,1,28,1,"Δεν συνιστάται να τοποθετείτε στο όχημά σας:","0","SQ-708","ΣΥΝΤΗΡΗΣΗ 22"
709,1,28,1,"Όσον αφορά στη στάθμη του λιπαντικού στο κιβώτιο ταχυτήτων:","0","SQ-709","ΣΥΝΤΗΡΗΣΗ 23"
710,1,28,1,"Η ευθυγράμμιση και η ζυγοστάθμιση των τροχών είναι εργασίες που ο ίδιος ο οδηγός μπορεί να πραγματοποιήσει:","0","SQ-710","ΣΥΝΤΗΡΗΣΗ 24"
711,1,28,1,"Το ανάγλυφο των ελαστικών χρησιμεύει:","0","SQ-711","ΣΥΝΤΗΡΗΣΗ 25"
712,1,28,1,"Μια λυχνία έχει απεριόριστη διάρκεια ζωής:","0","SQ-712","ΣΥΝΤΗΡΗΣΗ 26"
713,1,28,1,"Μια κακή ζυγοστάθμιση:","0","SQ-713","ΣΥΝΤΗΡΗΣΗ 27"
714,1,28,1,"Η κακή ευθυγράμμιση των τροχών προκαλεί:","0","SQ-714","ΣΥΝΤΗΡΗΣΗ 28"
715,1,28,1,"Σε ποιο λόγο μπορεί να οφείλεται η δυσκολία του χειρισμού του τιμονιού όταν το αυτοκίνητο κινείται:","0","SQ-715","ΣΥΝΤΗΡΗΣΗ 29"
716,1,28,1,"Τα ελαστικά του ίδιου άξονα πρέπει να έχουν την ίδια πίεση:","0","SQ-716","ΣΥΝΤΗΡΗΣΗ 31"
717,1,28,1,"Σε ποιο λόγο μπορεί να οφείλεται η ταλάντωση (κοσκίνισμα) του τιμονιού σε υψηλή ταχύτητα:","0","SQ-717","ΣΥΝΤΗΡΗΣΗ 32"
718,1,28,1,"Αν ο κινητήρας έχει υπερθερμανθεί λόγω ελλείψεως ψυκτικού υγρού τι ενέργειες θα κάνετε:","0","SQ-718","ΣΥΝΤΗΡΗΣΗ 34"
719,1,28,1,"Όταν ο εκκινητής (μίζα) δεν ξεκινά, ποια μπορεί να είναι η πιθανή αιτία:","0","SQ-719","ΣΥΝΤΗΡΗΣΗ 35"
720,1,28,1,"Τι μπορεί να προκαλέσει ένας κατεστραμμένος θερμοστάτης που μένει κλειστός λόγω βλάβης:","0","SQ-720","ΣΥΝΤΗΡΗΣΗ 36"
721,1,28,1,"Κάθε πότε πρέπει κανονικά να ελέγχετε την πίεση των ελαστικών του αυτοκινήτου σας:","0","SQ-721","ΣΥΝΤΗΡΗΣΗ 37"
722,1,30,1,"Σε περίπτωση αφαιρέσεως του καταλύτη αυτοκινήτου τι συμβαίνει:","0","SQ-722","ΣΥΝΤΗΡΗΣΗ 38"
723,1,28,1,"Ποια είναι η συνέπεια ενός ακάθαρτου φίλτρου αέρα:","0","SQ-723","ΣΥΝΤΗΡΗΣΗ 39"
