AQCod,AAA,ALect,ACorr,ASound
543,1,"Τυφλό.",1,"SA-543-1"
543,2,"Κωφό.",0,"SA-543-2"
543,3,"Άτομο με δυσκολία στο περπάτημα.",0,"SA-543-3"
544,1,"Καμιά υποχρέωση.",0,"SA-544-1"
544,2,"Να παραχωρήσετε προτεραιότητα.",1,"SA-544-2"
544,3,"Να ακινητοποιήσετε το όχημά σας.",0,"SA-544-3"
545,1,"Θα φρενάρετε απότομα.",0,"SA-545-1"
545,2,"Θα προσπαθήσετε, κινούμενοι εφόσον είναι δυνατόν προς τα δεξιά, να βγείτε από την τροχιά του οχήματος, κορνάροντας συνεχώς και ανάβοντας τα φώτα σας.",1,"SA-545-2"
545,3,"Θα φρενάρετε απότομα και θα κορνάρετε συνεχώς αναβοσβήνοντας τα φώτα σας, αν είναι νύκτα.",0,"SA-545-3"
546,1,"Τα φώτα θέσεως (μικρά).",0,"SA-546-1"
546,2,"Τα φώτα πορείας (μεγάλα).",0,"SA-546-2"
546,3,"Τα φώτα διασταυρώσεως (μεσαία).",1,"SA-546-3"
547,1,"Όταν έχει ομίχλη ή πέφτει χιόνι ή καταρρακτώδης βροχή.",1,"SA-547-1"
547,2,"Όταν περνάτε μέσα από σήραγγες.",0,"SA-547-2"
547,3,"Σε κάθε περίπτωση που η ορατότητα είναι περιορισμένη.",0,"SA-547-3"
548,1,"Με τη θέση σε λειτουργία των φώτων έκτακτης ανάγκης (αλάρμ).",1,"SA-548-1"
548,2,"Με τη χρήση της κόρνας.",0,"SA-548-2"
548,3,"Με το άναμμα των φώτων διασταυρώσεως (μεσαίων).",0,"SA-548-3"
549,1,"Να φρενάρετε, να κρατάτε δυνατά το τιμόνι και να προσπαθείτε να διατηρήσετε την κατεύθυνση της πορείας σας.",1,"SA-549-1"
549,2,"Οπωσδήποτε να κάνετε μία κίνηση για να αποφύγετε τη σύγκρουση.",0,"SA-549-2"
550,1,"Τα οχήματα.",0,"SA-550-1"
550,2,"Οι πεζοί.",1,"SA-550-2"
550,3,"Κανείς. Τόσο οι οδηγοί όσο και οι πεζοί ρυθμίζουν την κίνησή τους με δική τους ευθύνη.",0,"SA-550-3"
599,1,"Σας οδηγεί σε υπερεκτίμηση των πραγματικών σας ικανοτήτων.",1,"SA-599-1"
599,2,"Μειώνει το χρόνο της αντιδράσεως σας.",0,"SA-599-2"
600,1,"ΝΑΙ",1,"SA-634-1"
600,2,"ΟΧΙ",0,"SA-600-2"
601,1,"Να σας αφαιρέσει την άδεια οδηγήσεως και να ακινητοποιήσει το όχημά σας.",1,"SA-601-1"
601,2,"Να κατάσχει το όχημά σας.",0,"SA-601-2"
602,1,"Υπόκειται σε έγγραφη πιστοποίηση παραβάσεως.",0,"SA-602-1"
602,2,"Αποτελεί αδίκημα.",1,"SA-602-2"
603,1,"Μεγαλύτερο του 0,8 g ανά λίτρο αίματος.",0,"SA-603-1"
603,2,"Μεγαλύτερο του 0,5 g ανά λίτρο αίματος.",1,"SA-603-2"
603,3,"Μεγαλύτερο του 1,10 g ανά λίτρο αίματος.",0,"SA-603-3"
604,1,"Όποιος πιει λιγότερο ή αισθάνεται μικρότερη την επήρεια του αλκοόλ, να οδηγήσει το αυτοκίνητο.",0,"SA-604-1"
604,2,"Να προγραμματίσετε ποιος από την παρέα δεν θα πιει για να οδηγήσει μετά τη διασκέδαση ή διαφορετικά να αφήσετε το όχημα σας και να επιστρέψετε με άλλο μέσο.",1,"SA-604-2"
604,3,"Να οδηγήσετε με μικρή ταχύτητα και προσοχή κατά την επιστροφή.",0,"SA-604-3"
605,1,"Ναι, διότι αν δεν υπάρχει, προβλέπεται από τον Κ.Ο.Κ. πρόστιμο 50.000 δρχ.",0,"SA-605-1"
605,2,"Ναι, διότι είναι εντελώς απαραίτητο, αφού ανά πάσα στιγμή μπορεί να χρειασθεί στους επιβάτες του αυτοκινήτου, αλλά και σε συνανθρώπους σας, για παροχή πρώτων βοηθειών.",1,"SA-605-2"
605,3,"Όχι, δεν είναι απαραίτητο.",0,"SA-605-3"
606,1,"Οινόπνευμα και ιώδιο.",0,"SA-606-1"
606,2,"Οινόπνευμα, οξυζενέ, ιώδιο και γάζες.",0,"SA-606-2"
606,3,"Οινόπνευμα, ιώδιο, βαμβάκι, γάζες αποστειρωμένες, διάφοροι επίδεσμοι, λευκοπλάστ.",1,"SA-606-3"
607,1,"Ναι και μάλιστα πολλαπλασιάζεται.",1,"SA-607-1"
607,2,"Όχι, δεν επηρεάζεται.",0,"SA-607-2"
607,3,"Δεν γνωρίζω.",0,"SA-607-3"
608,1,"Τίποτα.",0,"SA-608-1"
608,2,"Επαγρύπνηση και εγρήγορση.",0,"SA-608-2"
608,3,"Υπνηλία, δυσκολία σκέψεως, έλλειψη κρίσεως κλπ.",1,"SA-608-3"
609,1,"Όχι, αφού δίδονται με συνταγές γιατρών.",0,"SA-609-1"
609,2,"Ναι, διότι προκαλούν υπνηλία, δυσκολία σκέψεως κλπ.",1,"SA-609-2"
609,3,"Εξαρτάται από τον οργανισμό του κάθε ανθρώπου.",0,"SA-609-3"
610,1,"Μειωμένο έλεγχο, ψευδή αίσθηση αυτοπεποιθήσεως, κακή εκτίμηση της ταχύτητας.",1,"SA-610-1"
610,2,"Αυξημένη επαγρύπνηση.",0,"SA-616-2"
610,3,"Ταχύτερες αντιδράσεις.",0,"SA-610-3"
551,1,"Μόνον όταν πρόκειται να αλλάξετε κατεύθυνση προς τα δεξιά ή προς τα αριστερά.",0,"SA-551-1"
551,2,"Μόνον όταν οι φάλαγγες ή οι πομπές κινούνται γύρω από πλατείες ή κυκλικούς κόμβους.",0,"SA-551-2"
551,3,"Σε καμιά περίπτωση.",1,"SA-500-3"
552,1,"Το μικρότερο όχημα.",0,"SA-552-1"
552,2,"Το πλατύτερο όχημα.",0,"SA-552-2"
552,3,"Το όχημα που κινείται στη λωρίδα που βρίσκεται το εμπόδιο.",1,"SA-552-3"
553,1,"Να αφήνετε να διαλέγουν τα παιδιά από ποια πλευρά θα επιβιβασθούν ή αποβιβασθούν.",0,"SA-553-1"
553,2,"Τα παιδιά τα αφήνετε να επιβιβασθούν και αποβιβασθούν μόνο από την πλευρά του πεζοδρομίου.",1,"SA-553-2"
554,1,"Πρέπει να επιβραδύνετε και αν χρειασθεί να σταματήσετε.",1,"SA-554-1"
554,2,"Πρέπει να κορνάρετε.",0,"SA-554-2"
554,3,"Πρέπει να σταματήσετε.",0,"SA-554-3"
555,1,"Όταν το όχημα σταθμεύει σε διπλή σειρά.",0,"SA-555-1"
555,2,"Όταν μένει το όχημα σε μία θέση στην οποία δεν μπορεί έγκαιρα να αναγνωρισθεί ως ακίνητο εμπόδιο.",1,"SA-555-2"
556,1,"Από την επόμενη είσοδο να μπείτε στον αυτοκινητόδρομο, διότι σε αυτόν μπορείτε να οδηγήσετε με σταθερή ταχύτητα.",0,"SA-775-2"
556,2,"Κατά τη ρυμούλκηση να θέσετε σε λειτουργία, και στα δύο οχήματα, τα φώτα έκτακτης ανάγκης (αλάρμ).",1,"SA-556-2"
557,1,"Είναι δυνατόν να ακολουθούν το κοπάδι και άλλα μεμονωμένα ζώα.",1,"SA-557-1"
557,2,"Δεν χρειάζεται να υπολογίζετε σε άλλα μεμονωμένα ζώα.",0,"SA-557-2"
558,1,"Με το να ανάψετε τα φώτα πορείας (μεγάλα), μπορείτε να αποφύγετε ένα πιθανό θάμπωμα.",0,"SA-558-1"
558,2,"Όταν ο ανεμοθώρακας είναι βρεγμένος μπορεί να θαμπωθείτε.",1,"SA-558-2"
559,1,"Φώτα διασταυρώσεως (μεσαία) που είναι πολύ υψηλά ρυθμισμένα.",1,"SA-559-1"
559,2,"Χτυπημένο καπό αυτοκινήτου.",0,"SA-559-2"
560,1,"Έναντι αναπήρων, παιδιών και πεζών που έχουν ανάγκη βοηθείας.",1,"SA-560-1"
560,2,"Έναντι μεγάλων οχημάτων.",0,"SA-560-2"
560,3,"Έναντι άλλων επιβατηγών οχημάτων που έλκουν ρυμουλκούμενο.",0,"SA-560-3"
561,1,"Να επιμένει πάντα στο δίκιο του.",0,"SA-561-1"
561,2,"Να σταματά σε κάθε διασταύρωση.",0,"SA-561-2"
561,3,"Να λαμβάνει μέριμνα για πιθανά σφάλματα άλλων.",1,"SA-561-3"
562,1,"Η ροή της κυκλοφορίας θα εμποδίζεται χωρίς λόγο.",1,"SA-562-1"
562,2,"Ο κίνδυνος συγκρούσεων (εκ των όπισθεν) θα μεγάλωνε.",0,"SA-562-2"
563,1,"Πατάτε την κόρνα.",0,"SA-363-3"
563,2,"Το αφήνετε να περάσει.",1,"SA-563-2"
563,3,"Το εμποδίζετε να εισέλθει μπροστά σας.",0,"SA-563-3"
564,1,"Σε ιδιαίτερα γρήγορη και σωστή αντίδραση των παιδιών σε περίπτωση κινδύνου.",0,"SA-564-1"
564,2,"Σε απερίσκεπτη συμπεριφορά των παιδιών.",1,"SA-564-2"
564,3,"Σε συμπεριφορά των παιδιών που είναι σύμφωνη με τους κανόνες οδικής κυκλοφορίας.",0,"SA-564-3"
565,1,"Σε απόσταση 20 m τουλάχιστον.",0,"SA-565-1"
565,2,"Σε απόσταση 100 m τουλάχιστον.",1,"SA-565-2"
565,3,"Σε απόσταση 50 m τουλάχιστον.",0,"SA-565-3"
566,1,"ΝΑΙ",1,"SA-634-1"
566,2,"ΟΧΙ",0,"SA-600-2"
567,1,"Ανά 500 km.",0,"SA-567-1"
567,2,"Ανά δύο ώρες.",1,"SA-567-2"
568,1,"Έξοδος υπό γωνία 92°.",0,"SA-568-1"
568,2,"Διεθνής αρτηρία 92.",1,"SA-568-2"
568,3,"Εθνική οδός 92.",0,"SA-568-3"
569,1,"Θα σταματήσετε και θα παραχωρήσετε προτεραιότητα στο λευκό όχημα για να ελευθερωθεί το οδόστρωμα.",1,"SA-569-1"
569,2,"Θα επιταχύνετε και θα περάσετε ανάμεσα στο λευκό αυτοκίνητο και το πεζοδρόμιο.",0,"SA-569-2"
570,1,"Να επιταχύνει και αφού προσπεράσει από δεξιά το προπορευόμενο αυτοκίνητο, να μετακινήσει το όχημά του στην αριστερή λωρίδα κυκλοφορίας.",0,"SA-570-1"
570,2,"Να επιβραδύνει, να ελέγξει πίσω του αν η αριστερή λωρίδα κυκλοφορίας είναι ελεύθερη και να εισέλθει σε αυτήν ακολουθώντας το προπορευόμενο αυτοκίνητο.",1,"SA-570-2"
571,1,"Θα επιταχύνετε το όχημά σας, προσπερνώντας το κόκκινο αυτοκίνητο θα ειδοποιήσετε τον οδηγό του για την πρόθεσή σας και θα στρίψετε αριστερά.",0,"SA-571-1"
571,2,"Θα προειδοποιήσετε τους οδηγούς που ακολουθούν για την πρόθεσή σας, θα ελέγξετε την κίνηση στην αριστερή λωρίδα κυκλοφορίας και θα μετακινηθείτε προοδευτικά σε αυτήν πίσω από το κόκκινο αυτοκίνητο.",1,"SA-571-2"
572,1,"Θα προχωρήσετε μέχρι τη γραμμή διακοπής πορείας, θα σταματήσετε και αφού ελέγξετε ότι δεν έρχονται σε κάθετη με σας πορεία άλλα οχήματα στα οποία πρέπει να παραχωρήσετε προτεραιότητα, θα προχωρήσετε.",1,"SA-572-1"
572,2,"Θα προχωρήσετε μέχρι το ύψος της πινακίδας STOP, θα σταματήσετε εκεί και θα παραχωρήσετε προτεραιότητα στα οχήματα που βλέπετε ότι κινούνται σε κάθετη με σας πορεία. Όταν δεν βλέπετε να έρχονται άλλα οχήματα, θα διασχίσετε τη διασταύρωση.",0,"SA-572-2"
573,1,"Η έγκαιρη διαπίστωση της κινήσεως οχημάτων σε λοξό ή κάθετο δρόμο προς τον οποίο δεν έχετε ορατότητα.",1,"SA-573-1"
573,2,"Η επισήμανση διασταυρώσεως όπου ισχύει η από δεξιά προτεραιότητα.",0,"SA-573-2"
611,1,"Γρηγορότερες αντιδράσεις.",0,"SA-611-1"
611,2,"Μειωμένος συντονισμός, κακή κρίση, αυξημένη αυτοπεποίθηση.",1,"SA-611-2"
611,3,"Καλύτερη συγκέντρωση.",0,"SA-611-3"
612,1,"Όταν έχει κάνει χρήση υπνωτικών, αναλγητικών ή ηρεμιστικών φαρμάκων.",1,"SA-612-1"
612,2,"Όταν κάποιος πίνει με γεμάτο στομάχι.",0,"SA-612-2"
613,1,"Αυξημένη επαγρύπνηση.",0,"SA-616-2"
613,2,"Ταχύτερες αντιδράσεις.",0,"SA-610-3"
613,3,"Ψευδή αίσθηση αυτοπεποιθήσεως.",1,"SA-613-3"
614,1,"Καλύτερη συγκέντρωση.",0,"SA-611-3"
614,2,"Κακή κρίση.",1,"SA-614-2"
614,3,"Αχρωματοψία.",0,"SA-614-3"
615,1,"Το Υπουργείο Μεταφορών και Επικοινωνιών.",0,"SA-615-1"
615,2,"Την Αστυνομία.",0,"SA-615-2"
615,3,"Το γιατρό σας.",1,"SA-615-3"
616,1,"Μειωμένο έλεγχο.",1,"SA-616-1"
616,2,"Αυξημένη επαγρύπνηση.",0,"SA-616-2"
616,3,"Ταχύτερες αντιδράσεις.",0,"SA-610-3"
617,1,"ΝΑΙ",1,"SA-634-1"
617,2,"ΟΧΙ",0,"SA-600-2"
618,1,"Επιταχύνετε, κοιτάζετε στον εξωτερικό καθρέπτη, αλλάζετε λωρίδα.",0,"SA-618-1"
618,2,"Κοιτάζετε στον εξωτερικό καθρέπτη, επιταχύνετε, αλλάζετε λωρίδα.",1,"SA-618-2"
618,3,"Επιταχύνετε, εισέρχεσθε προοδευτικά, αλλάζετε λωρίδα.",0,"SA-618-3"
